Block;Rack;Line;Fruit_s;Generation;Date_O;Date_A;Line;Colonne;Treatment;Nb_eggs;Obs_O;Nb_adults;Obs_A,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L4;C10;Cranberry;84;AA;32;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L5;C10;Cranberry;74;AA;20;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L6;C10;Cranberry;76;AA;34;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L7;C10;Cranberry;66;AA;37;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L8;C10;Cranberry;74;AA;26;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L9;C10;Cranberry;72;AA;26;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L10;C10;Cranberry;50;AA;27;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L1;C1;Blackcurrant;155;LO;11;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L2;C1;Blackcurrant;230;LO;0;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L3;C1;Blackcurrant;272;LO;18;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L4;C1;Blackcurrant;248;LO;2;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L5;C1;Blackcurrant;183;LO;15;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L6;C1;Blackcurrant;269;LO;20;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L7;C1;Blackcurrant;144;LO;10;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L8;C1;Blackcurrant;216;LO;6;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L9;C1;Blackcurrant;194;LO;10;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L10;C1;Blackcurrant;67;LO;21;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L1;C2;Blackcurrant;132;AA;16;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L2;C2;Blackcurrant;260;AA;14;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L3;C2;Blackcurrant;166;AA;20;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L4;C2;Blackcurrant;139;AA;24;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L5;C2;Blackcurrant;74;AA;1;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L6;C2;Blackcurrant;162;AA;0;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L7;C2;Blackcurrant;168;AA;16;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L8;C2;Blackcurrant;198;AA;3;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L9;C2;Blackcurrant;174;AA;10;LO,
1;D;CA2;GF;G1;18/04/2017;02/05/2017;L10;C2;Blackcurrant;144;AA;5;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L1;C3;Tomato;25;LO;1;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L2;C3;Tomato;136;LO;32;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L3;C3;Tomato;94;LO;11;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L4;C3;Tomato;46;LO;0;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L5;C3;Tomato;32;LO;11;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L6;C3;Tomato;80;LO;6;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L7;C3;Tomato;25;LO;0;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L8;C3;Tomato;71;LO;1;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L9;C3;Tomato;37;LO;1;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L10;C3;Tomato;16;LO;0;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L1;C4;Tomato;20;AA;3;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L2;C4;Tomato;2;AA;0;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L3;C4;Tomato;88;AA;18;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L4;C4;Tomato;52;AA;29;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L5;C4;Tomato;40;AA;1;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L6;C4;Tomato;5;AA;0;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L7;C4;Tomato;13;AA;0;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L8;C4;Tomato;6;AA;0;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L9;C4;Tomato;63;AA;10;LO,
1;D;TO3;GF;G1;18/04/2017;02/05/2017;L10;C4;Tomato;65;AA;15;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L1;C5;Strawberry;156;LO;15;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L2;C5;Strawberry;87;LO;39;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L3;C5;Strawberry;104;LO;43;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L4;C5;Strawberry;49;LO;19;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L5;C5;Strawberry;55;LO;6;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L6;C5;Strawberry;127;LO;22;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L7;C5;Strawberry;161;LO;43;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L8;C5;Strawberry;153;LO;40;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L9;C5;Strawberry;95;LO;37;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L10;C5;Strawberry;80;LO;30;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L1;C6;Strawberry;146;AA;23;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L2;C6;Strawberry;114;AA;39;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L3;C6;Strawberry;202;AA;8;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L4;C6;Strawberry;70;AA;20;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L5;C6;Strawberry;64;AA;22;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L6;C6;Strawberry;59;AA;19;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L7;C6;Strawberry;64;AA;33;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L8;C6;Strawberry;70;AA;28;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L9;C6;Strawberry;90;AA;29;LO,
1;D;FR2;GF;G1;18/04/2017;02/05/2017;L10;C6;Strawberry;106;AA;25;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L1;C7;Cranberry;94;LO;20;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L2;C7;Cranberry;111;LO;37;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L3;C7;Cranberry;134;LO;18;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L4;C7;Cranberry;85;LO;34;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L5;C7;Cranberry;196;LO;10;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L6;C7;Cranberry;102;LO;19;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L7;C7;Cranberry;126;LO;15;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L8;C7;Cranberry;74;LO;33;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L9;C7;Cranberry;122;LO;28;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L10;C7;Cranberry;71;LO;31;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L1;C8;Cranberry;94;AA;15;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L2;C8;Cranberry;34;AA;32;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L3;C8;Cranberry;158;AA;11;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L4;C8;Cranberry;137;AA;7;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L5;C8;Cranberry;152;AA;14;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L6;C8;Cranberry;170;AA;2;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L7;C8;Cranberry;114;AA;10;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L8;C8;Cranberry;86;AA;19;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L9;C8;Cranberry;113;AA;26;LO,
1;D;CR3;GF;G1;18/04/2017;02/05/2017;L10;C8;Cranberry;88;AA;25;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L1;C9;Grape;24;LO;9;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L2;C9;Grape;102;LO;4;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L3;C9;Grape;190;LO;0;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L4;C9;Grape;76;LO;6;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L5;C9;Grape;52;LO;13;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L6;C9;Grape;56;LO;6;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L7;C9;Grape;54;LO;4;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L8;C9;Grape;121;LO;1;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L9;C9;Grape;74;LO;14;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L10;C9;Grape;20;LO;10;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L1;C10;Grape;114;AA;1;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L2;C10;Grape;164;AA;0;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L3;C10;Grape;161;AA;0;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L4;C10;Grape;136;AA;0;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L5;C10;Grape;42;AA;5;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L6;C10;Grape;47;AA;3;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L7;C10;Grape;141;AA;0;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L8;C10;Grape;90;AA;0;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L9;C10;Grape;52;AA;6;LO,
1;D;RA3;GF;G1;18/04/2017;02/05/2017;L10;C10;Grape;14;AA;3;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L1;C1;Grape;48;AF;2;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L2;C1;Grape;67;AF;3;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L3;C1;Grape;73;AF;11;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L4;C1;Grape;47;AF;5;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L5;C1;Grape;185;AF;0;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L6;C1;Grape;79;AF;8;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L7;C1;Grape;68;AF;7;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L8;C1;Grape;128;AF;10;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L9;C1;Grape;17;AF;2;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L10;C1;Grape;61;AF;4;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L1;C2;Grape;68;LO;5;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L2;C2;Grape;6;LO;5;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L3;C2;Grape;79;LO;10;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L4;C2;Grape;52;LO;5;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L5;C2;Grape;68;LO;8;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L6;C2;Grape;92;LO;2;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L7;C2;Grape;134;LO;6;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L8;C2;Grape;115;LO;12;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L9;C2;Grape;165;LO;3;LO,
2;E;RA4;GF;G1;20/04/2017;04/05/2017;L10;C2;Grape;97;LO;6;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L1;C3;Rosehips;137;AF;10;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L2;C3;Rosehips;168;AF;1;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L3;C3;Rosehips;172;AF;0;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L4;C3;Rosehips;91;AF;3;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L5;C3;Rosehips;153;AF;8;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L6;C3;Rosehips;145;AF;3;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L7;C3;Rosehips;105;AF;0;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L8;C3;Rosehips;75;AF;0;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L9;C3;Rosehips;106;AF;45;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L10;C3;Rosehips;116;AF;1;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L1;C4;Rosehips;212;LO;25;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L2;C4;Rosehips;130;LO;10;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L3;C4;Rosehips;107;LO;4;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L4;C4;Rosehips;145;LO;2;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L5;C4;Rosehips;151;LO;6;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L6;C4;Rosehips;107;LO;0;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L7;C4;Rosehips;167;LO;0;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L8;C4;Rosehips;130;LO;1;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L9;C4;Rosehips;174;LO;0;LO,
2;E;EG3;GF;G1;20/04/2017;04/05/2017;L10;C4;Rosehips;124;LO;1;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L1;C5;Cranberry;173;AF;27;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L2;C5;Cranberry;108;AF;38;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L3;C5;Cranberry;47;AF;15;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L4;C5;Cranberry;192;AF;41;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L5;C5;Cranberry;169;AF;28;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L6;C5;Cranberry;98;AF;50;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L7;C5;Cranberry;181;AF;38;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L8;C5;Cranberry;105;AF;47;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L9;C5;Cranberry;91;AF;21;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L10;C5;Cranberry;142;AF;31;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L1;C6;Cranberry;63;LO;41;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L2;C6;Cranberry;178;LO;24;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L3;C6;Cranberry;134;LO;29;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L4;C6;Cranberry;127;LO;42;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L5;C6;Cranberry;145;LO;39;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L6;C6;Cranberry;147;LO;51;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L7;C6;Cranberry;102;LO;35;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L8;C6;Cranberry;168;LO;43;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L9;C6;Cranberry;128;LO;50;LO,
2;E;CR4;GF;G1;20/04/2017;04/05/2017;L10;C6;Cranberry;66;LO;54;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L1;C7;Fig;253;AA;25;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L2;C7;Fig;117;AA;10;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L3;C7;Fig;138;AA;20;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L4;C7;Fig;116;AA;19;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L5;C7;Fig;184;AA;30;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L6;C7;Fig;170;AA;14;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L7;C7;Fig;171;AA;38;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L8;C7;Fig;192;AA;22;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L9;C7;Fig;94;AA;30;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L10;C7;Fig;160;AA;13;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L1;C8;Fig;169;AA;32;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L2;C8;Fig;210;AA;11;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L3;C8;Fig;100;AA;1;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L4;C8;Fig;146;AA;23;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L5;C8;Fig;80;AA;0;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L6;C8;Fig;124;AA;13;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L7;C8;Fig;278;AA;45;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L8;C8;Fig;138;AA;5;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L9;C8;Fig;172;AA;15;LO,
2;E;FI3;GF;G1;20/04/2017;04/05/2017;L10;C8;Fig;230;AA;36;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L1;C9;Blackcurrant;25;AF;0;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L2;C9;Blackcurrant;151;AF;16;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L3;C9;Blackcurrant;322;AF;21;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L4;C9;Blackcurrant;132;AF;30;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L5;C9;Blackcurrant;148;AF;3;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L6;C9;Blackcurrant;120;AF;34;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L7;C9;Blackcurrant;229;AF;3;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L8;C9;Blackcurrant;185;AF;19;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L9;C9;Blackcurrant;145;AF;10;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L10;C9;Blackcurrant;169;AF;0;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L1;C10;Blackcurrant;190;AA;12;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L2;C10;Blackcurrant;130;AA;2;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L3;C10;Blackcurrant;198;AA;2;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L4;C10;Blackcurrant;80;AA;22;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L5;C10;Blackcurrant;200;AA;21;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L6;C10;Blackcurrant;146;AA;1;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L7;C10;Blackcurrant;166;AA;0;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L8;C10;Blackcurrant;230;AA;12;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L9;C10;Blackcurrant;64;AA;23;LO,
2;E;CA3;GF;G1;20/04/2017;04/05/2017;L10;C10;Blackcurrant;154;AA;12;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L1;C1;Tomato;6;AA;0;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L2;C1;Tomato;52;AA;3;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L3;C1;Tomato;30;AA;0;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L4;C1;Tomato;32;AA;0;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L5;C1;Tomato;19;AA;1;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L6;C1;Tomato;5;AA;1;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L7;C1;Tomato;208;AA;11;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L8;C1;Tomato;25;AA;0;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L9;C1;Tomato;110;AA;0;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L10;C1;Tomato;38;AA;4;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L1;C2;Tomato;77;RH;8;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L2;C2;Tomato;54;RH;2;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L3;C2;Tomato;89;RH;2;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L4;C2;Tomato;11;RH;0;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L5;C2;Tomato;32;RH;1;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L6;C2;Tomato;43;RH;0;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L7;C2;Tomato;37;RH;1;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L8;C2;Tomato;128;RH;4;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L9;C2;Tomato;37;RH;0;LO,
2;F;TO4;GF;G1;20/04/2017;04/05/2017;L10;C2;Tomato;71;RH;6;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L1;C3;Strawberry;104;AA;42;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L2;C3;Strawberry;116;AA;32;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L3;C3;Strawberry;122;AA;29;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L4;C3;Strawberry;136;AA;41;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L5;C3;Strawberry;80;AA;20;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L6;C3;Strawberry;70;AA;16;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L7;C3;Strawberry;160;AA;61;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L8;C3;Strawberry;70;AA;18;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L9;C3;Strawberry;220;AA;56;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L10;C3;Strawberry;32;AA;0;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L1;C4;Strawberry;88;RH;35;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L2;C4;Strawberry;130;RH;34;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L3;C4;Strawberry;116;RH;33;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L4;C4;Strawberry;119;RH;46;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L5;C4;Strawberry;219;RH;54;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L6;C4;Strawberry;100;RH;21;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L7;C4;Strawberry;96;RH;28;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L8;C4;Strawberry;110;RH;25;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L9;C4;Strawberry;80;RH;29;LO,
2;F;FR3;GF;G1;20/04/2017;04/05/2017;L10;C4;Strawberry;93;RH;28;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L1;C5;Cherry;214;LO;13;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L2;C5;Cherry;142;LO;32;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L3;C5;Cherry;242;LO;12;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L4;C5;Cherry;192;LO;32;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L5;C5;Cherry;125;LO;67;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L6;C5;Cherry;197;LO;28;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L7;C5;Cherry;85;LO;10;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L8;C5;Cherry;32;LO;4;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L9;C5;Cherry;125;LO;29;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L10;C5;Cherry;241;LO;38;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L1;C6;Cherry;153;RH;33;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L2;C6;Cherry;127;RH;15;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L3;C6;Cherry;263;RH;24;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L4;C6;Cherry;189;RH;31;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L5;C6;Cherry;95;RH;20;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L6;C6;Cherry;136;RH;20;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L7;C6;Cherry;131;RH;38;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L8;C6;Cherry;169;RH;38;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L9;C6;Cherry;187;RH;38;LO,
2;F;CE4;GF;G1;20/04/2017;04/05/2017;L10;C6;Cherry;139;RH;26;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L1;C7;Blackcurrant;246;AA;2;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L2;C7;Blackcurrant;207;AA;1;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L3;C7;Blackcurrant;226;AA;17;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L4;C7;Blackcurrant;128;AA;10;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L5;C7;Blackcurrant;247;AA;20;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L6;C7;Blackcurrant;180;AA;9;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L7;C7;Blackcurrant;174;AA;18;LO,
