Bloc;Date;Generation;Phase;Rack;Row;Column;Treatment;Line;Fruit_s;Nb_adults;T_counted;T_produced
1;4/7/2017;4;first_prepool;A;4;7;Strawberry;FR1;Strawberry;6;1;
1;4/7/2017;4;first_prepool;A;5;7;Strawberry;FR1;Strawberry;28;1;
1;4/7/2017;4;first_prepool;A;6;7;Strawberry;FR1;Strawberry;14;1;
1;4/7/2017;4;first_prepool;A;7;7;Strawberry;FR1;Strawberry;15;1;
1;4/7/2017;4;first_prepool;A;8;7;Strawberry;FR1;Strawberry;16;1;
1;4/7/2017;4;first_prepool;A;9;7;Strawberry;FR1;Strawberry;25;1;
1;4/7/2017;4;first_prepool;A;10;7;Strawberry;FR1;Strawberry;22;1;
1;4/7/2017;4;first_prepool;A;1;8;Strawberry;FR1;Strawberry;5;1;
1;4/7/2017;4;first_prepool;A;2;8;Strawberry;FR1;Strawberry;25;1;
1;4/7/2017;4;first_prepool;A;3;8;Strawberry;FR1;Strawberry;13;1;
1;4/7/2017;4;first_prepool;A;4;8;Strawberry;FR1;Strawberry;16;1;
1;4/7/2017;4;first_prepool;A;5;8;Strawberry;FR1;Strawberry;12;1;
1;4/7/2017;4;first_prepool;A;1;9;Tomato;TO1;Tomato;12;1;
1;4/7/2017;4;first_prepool;B;1;1;Cranberry;CR1;Cranberry;4;1;
1;4/7/2017;4;first_prepool;B;2;1;Cranberry;CR1;Cranberry;14;1;
1;4/7/2017;4;first_prepool;B;3;1;Cranberry;CR1;Cranberry;6;1;
1;4/7/2017;4;first_prepool;B;4;1;Cranberry;CR1;Cranberry;13;1;
1;4/7/2017;4;first_prepool;B;5;1;Cranberry;CR1;Cranberry;7;1;
1;4/7/2017;4;first_prepool;B;6;1;Cranberry;CR1;Cranberry;13;1;
1;4/7/2017;4;first_prepool;B;7;1;Cranberry;CR1;Cranberry;12;1;
1;4/7/2017;4;first_prepool;B;8;1;Cranberry;CR1;Cranberry;8;1;
1;4/7/2017;4;first_prepool;B;9;1;Cranberry;CR1;Cranberry;5;1;
1;4/7/2017;4;first_prepool;B;10;1;Cranberry;CR1;Cranberry;3;1;
1;4/7/2017;4;first_prepool;B;1;9;Cherry;CE2;Cherry;2;1;
1;4/7/2017;4;first_prepool;B;2;9;Cherry;CE2;Cherry;19;1;
1;4/7/2017;4;first_prepool;B;3;9;Cherry;CE2;Cherry;15;1;
1;4/7/2017;4;first_prepool;B;4;9;Cherry;CE2;Cherry;19;1;
1;4/7/2017;4;first_prepool;B;5;9;Cherry;CE2;Cherry;22;1;
1;4/7/2017;4;first_prepool;C;1;1;Fig;FI2;Fig;6;1;
1;4/7/2017;4;first_prepool;C;2;1;Fig;FI2;Fig;0;1;
1;4/7/2017;4;first_prepool;C;3;1;Fig;FI2;Fig;11;1;
1;4/7/2017;4;first_prepool;C;4;1;Fig;FI2;Fig;1;1;
1;4/7/2017;4;first_prepool;C;5;1;Fig;FI2;Fig;0;1;
1;4/7/2017;4;first_prepool;C;6;1;Fig;FI2;Fig;3;1;
1;4/7/2017;4;first_prepool;C;1;3;Cherry;CE3;Cherry;15;1;
1;4/7/2017;4;first_prepool;C;2;3;Cherry;CE3;Cherry;17;1;
1;4/7/2017;4;first_prepool;C;3;3;Cherry;CE3;Cherry;11;1;
1;4/7/2017;4;first_prepool;C;4;3;Cherry;CE3;Cherry;12;1;
1;4/7/2017;4;first_prepool;C;5;3;Cherry;CE3;Cherry;23;1;
1;4/7/2017;4;first_prepool;C;6;3;Cherry;CE3;Cherry;23;1;
1;4/7/2017;4;first_prepool;C;7;3;Cherry;CE3;Cherry;23;1;
1;4/7/2017;4;first_prepool;C;8;3;Cherry;CE3;Cherry;33;1;
1;4/7/2017;4;first_prepool;C;9;3;Cherry;CE3;Cherry;15;1;
1;4/7/2017;4;first_prepool;C;1;9;Cranberry;CR2;Cranberry;0;1;
1;4/7/2017;4;first_prepool;C;2;9;Cranberry;CR2;Cranberry;7;1;
1;4/7/2017;4;first_prepool;C;3;9;Cranberry;CR2;Cranberry;4;1;
1;4/7/2017;4;first_prepool;C;4;9;Cranberry;CR2;Cranberry;11;1;
1;4/7/2017;4;first_prepool;C;5;9;Cranberry;CR2;Cranberry;27;1;
1;4/7/2017;4;first_prepool;C;6;9;Cranberry;CR2;Cranberry;17;1;
1;4/7/2017;4;first_prepool;C;7;9;Cranberry;CR2;Cranberry;8;1;
1;4/7/2017;4;first_prepool;C;8;9;Cranberry;CR2;Cranberry;7;1;
1;4/7/2017;4;first_prepool;C;9;9;Cranberry;CR2;Cranberry;8;1;
1;4/7/2017;4;first_prepool;C;10;9;Cranberry;CR2;Cranberry;7;1;
1;4/7/2017;4;first_prepool;D;1;3;Tomato;TO3;Tomato;5;1;
1;4/7/2017;4;first_prepool;D;1;5;Strawberry;FR2;Strawberry;16;1;
1;4/7/2017;4;first_prepool;D;2;5;Strawberry;FR2;Strawberry;13;1;
1;4/7/2017;4;first_prepool;D;3;5;Strawberry;FR2;Strawberry;24;1;
1;4/7/2017;4;first_prepool;D;4;5;Strawberry;FR2;Strawberry;2;1;
1;4/7/2017;4;first_prepool;D;5;5;Strawberry;FR2;Strawberry;28;1;
1;4/7/2017;4;first_prepool;D;1;7;Cranberry;CR3;Cranberry;2;1;
1;4/7/2017;4;first_prepool;D;2;7;Cranberry;CR3;Cranberry;11;1;
1;4/7/2017;4;first_prepool;D;3;7;Cranberry;CR3;Cranberry;5;1;
1;4/7/2017;4;first_prepool;D;4;7;Cranberry;CR3;Cranberry;18;1;
1;4/7/2017;4;first_prepool;D;5;7;Cranberry;CR3;Cranberry;19;1;
1;4/7/2017;4;first_prepool;D;6;7;Cranberry;CR3;Cranberry;9;1;
1;4/7/2017;4;first_prepool;D;7;7;Cranberry;CR3;Cranberry;30;1;
1;4/7/2017;4;first_prepool;D;8;7;Cranberry;CR3;Cranberry;7;1;
1;4/7/2017;4;first_prepool;D;9;7;Cranberry;CR3;Cranberry;20;1;
1;4/7/2017;4;first_prepool;D;10;7;Cranberry;CR3;Cranberry;20;1;
1;4/7/2017;4;first_prepool;D;1;8;Cranberry;CR3;Cranberry;8;1;
1;4/7/2017;4;first_prepool;D;2;8;Cranberry;CR3;Cranberry;1;1;
1;4/7/2017;4;first_prepool;D;3;8;Cranberry;CR3;Cranberry;16;1;
1;4/7/2017;4;first_prepool;D;4;8;Cranberry;CR3;Cranberry;19;1;
1;4/7/2017;4;first_prepool;D;5;8;Cranberry;CR3;Cranberry;15;1;
1;4/7/2017;4;first_prepool;D;6;8;Cranberry;CR3;Cranberry;16;1;
1;4/7/2017;4;first_prepool;D;7;8;Cranberry;CR3;Cranberry;7;1;
2;6/7/2020;4;first_prepool;E;1;5;Cranberry;CR4;Cranberry;7;1;
2;6/7/2020;4;first_prepool;E;2;5;Cranberry;CR4;Cranberry;1;1;
2;6/7/2020;4;first_prepool;E;3;5;Cranberry;CR4;Cranberry;3;1;
2;6/7/2020;4;first_prepool;E;4;5;Cranberry;CR4;Cranberry;4;1;
2;6/7/2020;4;first_prepool;E;5;5;Cranberry;CR4;Cranberry;6;1;
2;6/7/2020;4;first_prepool;E;6;5;Cranberry;CR4;Cranberry;1;1;
2;6/7/2020;4;first_prepool;E;7;5;Cranberry;CR4;Cranberry;1;1;
2;6/7/2020;4;first_prepool;E;8;5;Cranberry;CR4;Cranberry;2;1;
2;6/7/2020;4;first_prepool;E;9;5;Cranberry;CR4;Cranberry;1;1;
2;6/7/2020;4;first_prepool;E;10;5;Cranberry;CR4;Cranberry;1;1;
2;6/7/2020;4;first_prepool;E;1;6;Cranberry;CR4;Cranberry;29;1;
2;6/7/2020;4;first_prepool;E;2;6;Cranberry;CR4;Cranberry;6;1;
2;6/7/2020;4;first_prepool;E;3;6;Cranberry;CR4;Cranberry;5;1;
2;6/7/2020;4;first_prepool;E;4;6;Cranberry;CR4;Cranberry;8;1;
2;6/7/2020;4;first_prepool;E;5;6;Cranberry;CR4;Cranberry;3;1;
2;6/7/2020;4;first_prepool;E;6;6;Cranberry;CR4;Cranberry;26;1;
2;6/7/2020;4;first_prepool;E;1;7;Fig;FI3;Fig;0;1;
2;6/7/2020;4;first_prepool;E;2;7;Fig;FI3;Fig;10;1;
2;6/7/2020;4;first_prepool;E;3;7;Fig;FI3;Fig;1;1;
2;6/7/2020;4;first_prepool;E;4;7;Fig;FI3;Fig;0;1;
2;6/7/2020;4;first_prepool;E;5;7;Fig;FI3;Fig;1;1;
2;6/7/2020;4;first_prepool;F;1;3;Strawberry;FR3;Strawberry;1;1;
2;6/7/2020;4;first_prepool;F;2;3;Strawberry;FR3;Strawberry;8;1;
2;6/7/2020;4;first_prepool;F;3;3;Strawberry;FR3;Strawberry;22;1;
2;6/7/2020;4;first_prepool;F;4;3;Strawberry;FR3;Strawberry;14;1;
2;6/7/2020;4;first_prepool;F;5;3;Strawberry;FR3;Strawberry;35;1;
2;6/7/2020;4;first_prepool;F;6;3;Strawberry;FR3;Strawberry;17;1;
2;6/7/2020;4;first_prepool;F;7;3;Strawberry;FR3;Strawberry;2;1;
2;6/7/2020;4;first_prepool;F;8;3;Strawberry;FR3;Strawberry;11;1;
2;6/7/2020;4;first_prepool;F;9;3;Strawberry;FR3;Strawberry;2;1;
2;6/7/2020;4;first_prepool;F;10;3;Strawberry;FR3;Strawberry;6;1;
2;6/7/2020;4;first_prepool;F;1;5;Cherry;CE4;Cherry;3;1;
2;6/7/2020;4;first_prepool;F;2;5;Cherry;CE4;Cherry;9;1;
2;6/7/2020;4;first_prepool;F;3;5;Cherry;CE4;Cherry;10;1;
2;6/7/2020;4;first_prepool;F;4;5;Cherry;CE4;Cherry;13;1;
2;6/7/2020;4;first_prepool;F;5;5;Cherry;CE4;Cherry;13;1;
2;6/7/2020;4;first_prepool;F;6;5;Cherry;CE4;Cherry;26;1;
2;6/7/2020;4;first_prepool;F;7;5;Cherry;CE4;Cherry;12;1;
2;6/7/2020;4;first_prepool;F;8;5;Cherry;CE4;Cherry;19;1;
2;6/7/2020;4;first_prepool;F;9;5;Cherry;CE4;Cherry;16;1;
2;6/7/2020;4;first_prepool;F;10;5;Cherry;CE4;Cherry;4;1;
2;6/7/2020;4;first_prepool;F;1;9;Rosehips;EG4;Rosehips;19;1;
2;6/7/2020;4;first_prepool;G;1;1;Strawberry;FR4;Strawberry;0;1;
2;6/7/2020;4;first_prepool;G;2;1;Strawberry;FR4;Strawberry;29;1;
2;6/7/2020;4;first_prepool;G;3;1;Strawberry;FR4;Strawberry;9;1;
2;6/7/2020;4;first_prepool;G;4;1;Strawberry;FR4;Strawberry;11;1;
2;6/7/2020;4;first_prepool;G;5;1;Strawberry;FR4;Strawberry;42;1;
2;6/7/2020;4;first_prepool;G;6;1;Strawberry;FR4;Strawberry;30;1;
2;6/7/2020;4;first_prepool;G;7;1;Strawberry;FR4;Strawberry;11;1;
2;6/7/2020;4;first_prepool;G;8;1;Strawberry;FR4;Strawberry;5;1;
2;6/7/2020;4;first_prepool;G;9;1;Strawberry;FR4;Strawberry;14;1;
2;6/7/2020;4;first_prepool;G;1;9;Fig;FI4;Fig;1;1;
2;6/7/2020;4;first_prepool;H;1;1;Rosehips;EG5;Rosehips;1;1;
2;6/7/2020;4;first_prepool;H;1;3;Cranberry;CR5;Cranberry;3;1;
2;6/7/2020;4;first_prepool;H;2;3;Cranberry;CR5;Cranberry;11;1;
2;6/7/2020;4;first_prepool;H;3;3;Cranberry;CR5;Cranberry;15;1;
2;6/7/2020;4;first_prepool;H;4;3;Cranberry;CR5;Cranberry;10;1;
2;6/7/2020;4;first_prepool;H;5;3;Cranberry;CR5;Cranberry;16;1;
2;6/7/2020;4;first_prepool;H;1;5;Fig;FI5;Fig;2;1;
2;6/7/2020;4;first_prepool;H;1;7;Cherry;CE5;Cherry;16;1;
2;6/7/2020;4;first_prepool;H;1;9;Strawberry;FR5;Strawberry;2;1;
2;6/7/2020;4;first_prepool;H;2;9;Strawberry;FR5;Strawberry;16;1;
1;25/7/2017;5;first_prepool;A;1;1;Cherry;CE1;Cherry;6;1;
1;25/7/2017;5;first_prepool;A;2;1;Cherry;CE1;Cherry;17;1;
1;25/7/2017;5;first_prepool;A;3;1;Cherry;CE1;Cherry;25;1;
1;25/7/2017;5;first_prepool;A;4;1;Cherry;CE1;Cherry;12;1;
1;25/7/2017;5;first_prepool;A;5;1;Cherry;CE1;Cherry;14;1;
1;25/7/2017;5;first_prepool;A;6;1;Cherry;CE1;Cherry;13;1;
1;25/7/2017;5;first_prepool;A;1;7;Strawberry;FR1;Strawberry;10;1;
1;25/7/2017;5;first_prepool;A;2;7;Strawberry;FR1;Strawberry;25;1;
1;25/7/2017;5;first_prepool;A;3;7;Strawberry;FR1;Strawberry;35;1;
1;25/7/2017;5;first_prepool;A;4;7;Strawberry;FR1;Strawberry;25;1;
1;25/7/2017;5;first_prepool;A;5;7;Strawberry;FR1;Strawberry;36;1;
1;25/7/2017;5;first_prepool;A;6;7;Strawberry;FR1;Strawberry;34;1;
1;25/7/2017;5;first_prepool;A;7;7;Strawberry;FR1;Strawberry;22;1;
1;25/7/2017;5;first_prepool;A;8;7;Strawberry;FR1;Strawberry;30;1;
1;25/7/2017;5;first_prepool;A;9;7;Strawberry;FR1;Strawberry;24;1;
1;25/7/2017;5;first_prepool;A;10;7;Strawberry;FR1;Strawberry;39;1;
1;25/7/2017;5;first_prepool;A;1;8;Strawberry;FR1;Strawberry;4;1;
1;25/7/2017;5;first_prepool;B;1;1;Cranberry;CR1;Cranberry;1;1;
1;25/7/2017;5;first_prepool;B;2;1;Cranberry;CR1;Cranberry;2;1;
1;25/7/2017;5;first_prepool;B;3;1;Cranberry;CR1;Cranberry;17;1;
1;25/7/2017;5;first_prepool;B;4;1;Cranberry;CR1;Cranberry;0;1;
1;25/7/2017;5;first_prepool;B;1;9;Cherry;CE2;Cherry;12;1;
1;25/7/2017;5;first_prepool;B;2;9;Cherry;CE2;Cherry;4;1;
1;25/7/2017;5;first_prepool;B;3;9;Cherry;CE2;Cherry;12;1;
1;25/7/2017;5;first_prepool;B;4;9;Cherry;CE2;Cherry;5;1;
1;25/7/2017;5;first_prepool;C;1;3;Cherry;CE3;Cherry;3;1;
1;25/7/2017;5;first_prepool;C;2;3;Cherry;CE3;Cherry;5;1;
1;25/7/2017;5;first_prepool;C;3;3;Cherry;CE3;Cherry;27;1;
1;25/7/2017;5;first_prepool;C;4;3;Cherry;CE3;Cherry;5;1;
1;25/7/2017;5;first_prepool;C;5;3;Cherry;CE3;Cherry;9;1;
1;25/7/2017;5;first_prepool;C;6;3;Cherry;CE3;Cherry;22;1;
1;25/7/2017;5;first_prepool;C;7;3;Cherry;CE3;Cherry;29;1;
1;25/7/2017;5;first_prepool;C;8;3;Cherry;CE3;Cherry;23;1;
1;25/7/2017;5;first_prepool;C;1;9;Cranberry;CR2;Cranberry;9;1;
1;25/7/2017;5;first_prepool;C;2;9;Cranberry;CR2;Cranberry;2;1;
1;25/7/2017;5;first_prepool;C;3;9;Cranberry;CR2;Cranberry;18;1;
1;25/7/2017;5;first_prepool;C;4;9;Cranberry;CR2;Cranberry;12;1;
1;25/7/2017;5;first_prepool;C;5;9;Cranberry;CR2;Cranberry;13;1;
1;25/7/2017;5;first_prepool;D;1;5;Strawberry;FR2;Strawberry;3;1;
1;25/7/2017;5;first_prepool;D;2;5;Strawberry;FR2;Strawberry;2;1;
1;25/7/2017;5;first_prepool;D;3;5;Strawberry;FR2;Strawberry;19;1;
1;25/7/2017;5;first_prepool;D;4;5;Strawberry;FR2;Strawberry;7;1;
1;25/7/2017;5;first_prepool;D;5;5;Strawberry;FR2;Strawberry;1;1;
1;25/7/2017;5;first_prepool;D;1;7;Cranberry;CR3;Cranberry;16;1;
1;25/7/2017;5;first_prepool;D;2;7;Cranberry;CR3;Cranberry;4;1;
1;25/7/2017;5;first_prepool;D;3;7;Cranberry;CR3;Cranberry;9;1;
1;25/7/2017;5;first_prepool;D;4;7;Cranberry;CR3;Cranberry;23;1;
1;25/7/2017;5;first_prepool;D;5;7;Cranberry;CR3;Cranberry;16;1;
1;25/7/2017;5;first_prepool;D;6;7;Cranberry;CR3;Cranberry;21;1;
1;25/7/2017;5;first_prepool;D;7;7;Cranberry;CR3;Cranberry;18;1;
1;25/7/2017;5;first_prepool;D;8;7;Cranberry;CR3;Cranberry;30;1;
1;25/7/2017;5;first_prepool;D;9;7;Cranberry;CR3;Cranberry;1;1;
1;25/7/2017;5;first_prepool;D;10;7;Cranberry;CR3;Cranberry;2;1;
1;25/7/2017;5;first_prepool;D;1;8;Cranberry;CR3;Cranberry;1;1;
2;27/7/2017;5;first_prepool;E;1;5;Cranberry;CR4;Cranberry;3;1;
2;27/7/2017;5;first_prepool;E;2;5;Cranberry;CR4;Cranberry;2;1;
2;27/7/2017;5;first_prepool;E;3;5;Cranberry;CR4;Cranberry;3;1;
2;27/7/2017;5;first_prepool;E;4;5;Cranberry;CR4;Cranberry;1;1;
2;27/7/2017;5;first_prepool;E;5;5;Cranberry;CR4;Cranberry;19;1;
2;27/7/2017;5;first_prepool;F;1;3;Strawberry;FR3;Strawberry;6;1;
2;27/7/2017;5;first_prepool;F;2;3;Strawberry;FR3;Strawberry;18;1;
2;27/7/2017;5;first_prepool;F;3;3;Strawberry;FR3;Strawberry;0;1;
2;27/7/2017;5;first_prepool;F;4;3;Strawberry;FR3;Strawberry;17;1;
2;27/7/2017;5;first_prepool;F;5;3;Strawberry;FR3;Strawberry;6;1;
2;27/7/2017;5;first_prepool;F;1;5;Cherry;CE4;Cherry;5;1;
2;27/7/2017;5;first_prepool;F;2;5;Cherry;CE4;Cherry;11;1;
2;27/7/2017;5;first_prepool;F;3;5;Cherry;CE4;Cherry;5;1;
2;27/7/2017;5;first_prepool;F;4;5;Cherry;CE4;Cherry;11;1;
2;27/7/2017;5;first_prepool;F;5;5;Cherry;CE4;Cherry;11;1;
2;27/7/2017;5;first_prepool;F;6;5;Cherry;CE4;Cherry;15;1;
2;27/7/2017;5;first_prepool;G;1;1;Strawberry;FR4;Strawberry;2;1;
2;27/7/2017;5;first_prepool;G;2;1;Strawberry;FR4;Strawberry;5;1;
2;27/7/2017;5;first_prepool;G;3;1;Strawberry;FR4;Strawberry;17;1;
2;27/7/2017;5;first_prepool;G;4;1;Strawberry;FR4;Strawberry;16;1;
2;27/7/2017;5;first_prepool;G;5;1;Strawberry;FR4;Strawberry;4;1;
2;27/7/2017;5;first_prepool;G;6;1;Strawberry;FR4;Strawberry;26;1;
2;27/7/2017;5;first_prepool;G;7;1;Strawberry;FR4;Strawberry;32;1;
2;27/7/2017;5;first_prepool;G;8;1;Strawberry;FR4;Strawberry;9;1;
2;27/7/2017;5;first_prepool;H;1;3;Cranberry;CR5;Cranberry;14;1;
2;27/7/2017;5;first_prepool;H;2;3;Cranberry;CR5;Cranberry;10;1;
2;27/7/2017;5;first_prepool;H;3;3;Cranberry;CR5;Cranberry;3;1;
2;27/7/2017;5;first_prepool;H;1;9;Strawberry;FR5;Strawberry;9;1;
1a;15/8/2017;6;first_prepool;A;1;1;GF;CE1;Cherry;33;1;
1a;15/8/2017;6;first_prepool;A;2;1;GF;CE1;Cherry;30;1;
1a;15/8/2017;6;first_prepool;A;3;1;GF;CE1;Cherry;56;1;
1a;15/8/2017;6;first_prepool;A;4;1;GF;CE1;Cherry;30;1;
1a;15/8/2017;6;first_prepool;A;5;1;GF;CE1;Cherry;26;1;
1a;15/8/2017;6;first_prepool;A;6;1;GF;CE1;Cherry;18;1;
1a;15/8/2017;6;first_prepool;A;1;3;GF;FI1;Fig;15;1;
1a;15/8/2017;6;first_prepool;A;2;3;GF;FI1;Fig;1;1;
1a;15/8/2017;6;first_prepool;A';1;3;GF;FR1;Strawberry;28;1;
1a;15/8/2017;6;first_prepool;A';2;3;GF;FR1;Strawberry;43;1;
1a;15/8/2017;6;first_prepool;A';3;3;GF;FR1;Strawberry;49;1;
1a;15/8/2017;6;first_prepool;A';4;3;GF;FR1;Strawberry;45;1;
1a;15/8/2017;6;first_prepool;A';5;3;GF;FR1;Strawberry;26;1;
1a;15/8/2017;6;first_prepool;A';6;3;GF;FR1;Strawberry;20;1;
1a;15/8/2017;6;first_prepool;A';7;3;GF;FR1;Strawberry;32;1;
1a;15/8/2017;6;first_prepool;A';8;3;GF;FR1;Strawberry;28;1;
1a;15/8/2017;6;first_prepool;A';9;3;GF;FR1;Strawberry;39;1;
1a;15/8/2017;6;first_prepool;A';10;3;GF;FR1;Strawberry;42;1;
1a;15/8/2017;6;first_prepool;A';1;4;GF;FR1;Strawberry;9;1;
1a;15/8/2017;6;first_prepool;A';2;4;GF;FR1;Strawberry;40;1;
1a;15/8/2017;6;first_prepool;A';3;4;GF;FR1;Strawberry;29;1;
1a;15/8/2017;6;first_prepool;A';4;4;GF;FR1;Strawberry;65;1;
1a;15/8/2017;6;first_prepool;A';5;4;GF;FR1;Strawberry;66;1;
1a;15/8/2017;6;first_prepool;A';6;4;GF;FR1;Strawberry;36;1;
1a;15/8/2017;6;first_prepool;A';7;4;GF;FR1;Strawberry;45;1;
1a;15/8/2017;6;first_prepool;A';8;4;GF;FR1;Strawberry;37;1;
1a;15/8/2017;6;first_prepool;A;1;9;GF;TO1;Tomato;5;1;
1a;15/8/2017;6;first_prepool;B;1;1;GF;CR1;Cranberry;20;1;
1a;15/8/2017;6;first_prepool;B;2;1;GF;CR1;Cranberry;25;1;
1a;15/8/2017;6;first_prepool;B;1;9;GF;CE2;Cherry;16;1;
1a;15/8/2017;6;first_prepool;B;2;9;GF;CE2;Cherry;14;1;
1a;15/8/2017;6;first_prepool;B;3;9;GF;CE2;Cherry;5;1;
1a;15/8/2017;6;first_prepool;C;1;1;GF;FI2;Fig;3;1;
1a;15/8/2017;6;first_prepool;C;1;3;GF;CE3;Cherry;16;1;
1a;15/8/2017;6;first_prepool;C;2;3;GF;CE3;Cherry;23;1;
1a;15/8/2017;6;first_prepool;C;3;3;GF;CE3;Cherry;37;1;
1a;15/8/2017;6;first_prepool;C;4;3;GF;CE3;Cherry;20;1;
1a;15/8/2017;6;first_prepool;C;5;3;GF;CE3;Cherry;34;1;
1a;15/8/2017;6;first_prepool;C;6;3;GF;CE3;Cherry;25;1;
1a;15/8/2017;6;first_prepool;C;7;3;GF;CE3;Cherry;13;1;
1a;15/8/2017;6;first_prepool;C;8;3;GF;CE3;Cherry;35;1;
1a;15/8/2017;6;first_prepool;C;9;3;GF;CE3;Cherry;27;1;
1a;15/8/2017;6;first_prepool;C;1;9;GF;CR2;Cranberry;34;1;
1a;15/8/2017;6;first_prepool;C;2;9;GF;CR2;Cranberry;34;1;
1a;15/8/2017;6;first_prepool;C;3;9;GF;CR2;Cranberry;28;1;
1a;15/8/2017;6;first_prepool;C;4;9;GF;CR2;Cranberry;21;1;
1a;15/8/2017;6;first_prepool;D;1;3;GF;TO3;Tomato;13;1;
1a;15/8/2017;6;first_prepool;D;2;3;GF;TO3;Tomato;6;1;
1a;15/8/2017;6;first_prepool;D;1;5;GF;FR2;Strawberry;36;1;
1a;15/8/2017;6;first_prepool;D;2;5;GF;FR2;Strawberry;38;1;
1a;15/8/2017;6;first_prepool;D;3;5;GF;FR2;Strawberry;11;1;
1a;15/8/2017;6;first_prepool;D;1;7;GF;CR3;Cranberry;47;1;
1a;15/8/2017;6;first_prepool;D;2;7;GF;CR3;Cranberry;53;1;
1a;15/8/2017;6;first_prepool;D;3;7;GF;CR3;Cranberry;49;1;
1a;15/8/2017;6;first_prepool;D;4;7;GF;CR3;Cranberry;35;1;
1a;15/8/2017;6;first_prepool;D;5;7;GF;CR3;Cranberry;64;1;
1a;15/8/2017;6;first_prepool;D;6;7;GF;CR3;Cranberry;18;1;
1a;15/8/2017;6;first_prepool;D;7;7;GF;CR3;Cranberry;30;1;
1a;15/8/2017;6;first_prepool;D;8;7;GF;CR3;Cranberry;46;1;
1a;15/8/2017;6;first_prepool;D;9;7;GF;CR3;Cranberry;7;1;
1a;15/8/2017;6;first_prepool;D;10;7;GF;CR3;Cranberry;6;1;
1a;15/8/2017;6;first_prepool;D;1;9;GF;RA3;Grape;3;1;
2a;17/8/2017;6;first_prepool;E;1;3;GF;EG3;Rosehips;3;1;
2a;17/8/2017;6;first_prepool;E;2;3;GF;EG3;Rosehips;16;1;
2a;17/8/2017;6;first_prepool;E;1;5;GF;CR4;Cranberry;36;1;
2a;17/8/2017;6;first_prepool;E;2;5;GF;CR4;Cranberry;34;1;
2a;17/8/2017;6;first_prepool;E;3;5;GF;CR4;Cranberry;14;1;
2a;17/8/2017;6;first_prepool;E;4;5;GF;CR4;Cranberry;14;1;
2a;17/8/2017;6;first_prepool;E;1;7;GF;FI3;Fig;22;1;
2a;17/8/2017;6;first_prepool;F;1;3;GF;FR3;Strawberry;23;1;
2a;17/8/2017;6;first_prepool;F;2;3;GF;FR3;Strawberry;26;1;
2a;17/8/2017;6;first_prepool;F;3;3;GF;FR3;Strawberry;11;1;
2a;17/8/2017;6;first_prepool;F;4;3;GF;FR3;Strawberry;22;1;
2a;17/8/2017;6;first_prepool;F;5;3;GF;FR3;Strawberry;3;1;
2a;17/8/2017;6;first_prepool;F;1;5;GF;CE4;Cherry;15;1;
2a;17/8/2017;6;first_prepool;F;2;5;GF;CE4;Cherry;29;1;
2a;17/8/2017;6;first_prepool;F;3;5;GF;CE4;Cherry;9;1;
2a;17/8/2017;6;first_prepool;F;4;5;GF;CE4;Cherry;11;1;
2a;17/8/2017;6;first_prepool;F;5;5;GF;CE4;Cherry;2;1;
2a;17/8/2017;6;first_prepool;F;1;9;GF;EG4;Rosehips;7;1;
2a;17/8/2017;6;first_prepool;G;1;1;GF;FR4;Strawberry;21;1;
2a;17/8/2017;6;first_prepool;G;2;1;GF;FR4;Strawberry;42;1;
2a;17/8/2017;6;first_prepool;G;3;1;GF;FR4;Strawberry;25;1;
2a;17/8/2017;6;first_prepool;G;4;1;GF;FR4;Strawberry;66;1;
2a;17/8/2017;6;first_prepool;G;5;1;GF;FR4;Strawberry;26;1;
2a;17/8/2017;6;first_prepool;G;6;1;GF;FR4;Strawberry;32;1;
2a;17/8/2017;6;first_prepool;G;7;1;GF;FR4;Strawberry;38;1;
2a;17/8/2017;6;first_prepool;G;8;1;GF;FR4;Strawberry;12;1;
2a;17/8/2017;6;first_prepool;H;1;3;GF;CR5;Cranberry;12;1;
2a;17/8/2017;6;first_prepool;H;2;3;GF;CR5;Cranberry;18;1;
2a;17/8/2017;6;first_prepool;H;3;3;GF;CR5;Cranberry;27;1;
2a;17/8/2017;6;first_prepool;H;4;3;GF;CR5;Cranberry;12;1;
2a;17/8/2017;6;first_prepool;H;1;7;GF;CE5;Cherry;17;1;
2a;17/8/2017;6;first_prepool;H;1;9;GF;FR5;Strawberry;14;1;
2a;17/8/2017;6;first_prepool;H;2;9;GF;FR5;Strawberry;6;1;
1b;16/8/2017;6;first_prepool;A;8;1;GF;CE1;Cherry;18;1;
1b;16/8/2017;6;first_prepool;A;9;1;GF;CE1;Cherry;36;1;
1b;16/8/2017;6;first_prepool;A;10;1;GF;CE1;Cherry;30;1;
1b;16/8/2017;6;first_prepool;A;1;2;GF;CE1;Cherry;32;1;
1b;16/8/2017;6;first_prepool;A;2;2;GF;CE1;Cherry;17;1;
1b;16/8/2017;6;first_prepool;A;3;2;GF;CE1;Cherry;20;1;
1b;16/8/2017;6;first_prepool;A;5;3;GF;FI1;Fig;25;1;
1b;16/8/2017;6;first_prepool;A';1;5;GF;FR1;Strawberry;29;1;
1b;16/8/2017;6;first_prepool;A';2;5;GF;FR1;Strawberry;11;1;
1b;16/8/2017;6;first_prepool;A';3;5;GF;FR1;Strawberry;16;1;
1b;16/8/2017;6;first_prepool;A';4;5;GF;FR1;Strawberry;10;1;
