Bloc;Date;Generation;Phase;Rack;Row;Column;Treatment;Line;Fruit_s;Nb_adults;T_counted;T_produced
1;25/5/2018;19;second_postpool;C;3;2;Strawberry;FRA;Strawberry;46;1;
1;25/5/2018;19;second_postpool;C;4;2;Strawberry;FRA;Strawberry;28;1;
1;25/5/2018;19;second_postpool;C;5;2;Strawberry;FRA;Strawberry;6;1;
1;25/5/2018;19;second_postpool;C;6;2;Strawberry;FRA;Strawberry;4;1;
1;25/5/2018;19;second_postpool;C;7;2;Strawberry;FRA;Strawberry;15;1;
1;25/5/2018;19;second_postpool;C;8;2;Strawberry;FRA;Strawberry;47;1;
1;25/5/2018;19;second_postpool;C;9;2;Strawberry;FRA;Strawberry;0;1;
1;25/5/2018;19;second_postpool;C;10;2;Strawberry;FRA;Strawberry;21;1;
1;25/5/2018;19;second_postpool;C;1;3;Strawberry;FRA;Strawberry;30;1;
1;25/5/2018;19;second_postpool;C;2;3;Strawberry;FRA;Strawberry;26;1;
1;25/5/2018;19;second_postpool;C;3;3;Strawberry;FRA;Strawberry;38;1;
1;25/5/2018;19;second_postpool;C;4;3;Strawberry;FRA;Strawberry;23;1;
1;25/5/2018;19;second_postpool;C;5;3;Strawberry;FRA;Strawberry;53;1;
1;25/5/2018;19;second_postpool;C;1;4;Cranberry;CRB;Cranberry;42;1;
1;25/5/2018;19;second_postpool;C;2;4;Cranberry;CRB;Cranberry;48;1;
1;25/5/2018;19;second_postpool;C;3;4;Cranberry;CRB;Cranberry;50;1;
1;25/5/2018;19;second_postpool;C;4;4;Cranberry;CRB;Cranberry;44;1;
1;25/5/2018;19;second_postpool;C;5;4;Cranberry;CRB;Cranberry;38;1;
1;25/5/2018;19;second_postpool;C;6;4;Cranberry;CRB;Cranberry;42;1;
1;25/5/2018;19;second_postpool;C;7;4;Cranberry;CRB;Cranberry;49;1;
1;25/5/2018;19;second_postpool;C;8;4;Cranberry;CRB;Cranberry;39;1;
1;25/5/2018;19;second_postpool;C;9;4;Cranberry;CRB;Cranberry;35;1;
1;25/5/2018;19;second_postpool;C;10;4;Cranberry;CRB;Cranberry;46;1;
1;25/5/2018;19;second_postpool;C;1;5;Cranberry;CRB;Cranberry;20;1;
1;25/5/2018;19;second_postpool;C;2;5;Cranberry;CRB;Cranberry;29;1;
1;25/5/2018;19;second_postpool;C;3;5;Cranberry;CRB;Cranberry;29;1;
1;25/5/2018;19;second_postpool;C;4;5;Cranberry;CRB;Cranberry;32;1;
1;25/5/2018;19;second_postpool;C;5;5;Cranberry;CRB;Cranberry;26;1;
1;25/5/2018;19;second_postpool;C;6;5;Cranberry;CRB;Cranberry;36;1;
1;25/5/2018;19;second_postpool;C;7;5;Cranberry;CRB;Cranberry;38;1;
1;25/5/2018;19;second_postpool;C;8;5;Cranberry;CRB;Cranberry;33;1;
1;25/5/2018;19;second_postpool;C;9;5;Cranberry;CRB;Cranberry;14;1;
1;25/5/2018;19;second_postpool;C;10;5;Cranberry;CRB;Cranberry;52;1;
1;25/5/2018;19;second_postpool;C;1;6;Cranberry;CRB;Cranberry;21;1;
1;25/5/2018;19;second_postpool;C;2;6;Cranberry;CRB;Cranberry;40;1;
1;25/5/2018;19;second_postpool;C;3;6;Cranberry;CRB;Cranberry;44;1;
1;25/5/2018;19;second_postpool;C;4;6;Cranberry;CRB;Cranberry;52;1;
1;25/5/2018;19;second_postpool;C;5;6;Cranberry;CRB;Cranberry;41;1;
1;25/5/2018;19;second_postpool;C;1;7;Cherry;CEC;Cherry;52;1;
1;25/5/2018;19;second_postpool;C;2;7;Cherry;CEC;Cherry;62;1;
1;25/5/2018;19;second_postpool;C;3;7;Cherry;CEC;Cherry;52;1;
1;25/5/2018;19;second_postpool;C;4;7;Cherry;CEC;Cherry;68;1;
1;25/5/2018;19;second_postpool;C;5;7;Cherry;CEC;Cherry;13;1;
1;25/5/2018;19;second_postpool;C;6;7;Cherry;CEC;Cherry;86;1;
1;25/5/2018;19;second_postpool;C;7;7;Cherry;CEC;Cherry;64;1;
1;25/5/2018;19;second_postpool;C;8;7;Cherry;CEC;Cherry;31;1;
1;25/5/2018;19;second_postpool;C;9;7;Cherry;CEC;Cherry;66;1;
1;25/5/2018;19;second_postpool;C;10;7;Cherry;CEC;Cherry;58;1;
1;25/5/2018;19;second_postpool;C;1;8;Cherry;CEC;Cherry;31;1;
1;25/5/2018;19;second_postpool;C;2;8;Cherry;CEC;Cherry;50;1;
1;25/5/2018;19;second_postpool;C;3;8;Cherry;CEC;Cherry;29;1;
1;25/5/2018;19;second_postpool;C;4;8;Cherry;CEC;Cherry;59;1;
1;25/5/2018;19;second_postpool;C;5;8;Cherry;CEC;Cherry;46;1;
1;25/5/2018;19;second_postpool;C;6;8;Cherry;CEC;Cherry;59;1;
1;25/5/2018;19;second_postpool;C;7;8;Cherry;CEC;Cherry;21;1;
1;25/5/2018;19;second_postpool;C;8;8;Cherry;CEC;Cherry;55;1;
1;25/5/2018;19;second_postpool;C;9;8;Cherry;CEC;Cherry;44;1;
1;25/5/2018;19;second_postpool;C;10;8;Cherry;CEC;Cherry;74;1;
1;25/5/2018;19;second_postpool;C;1;9;Cherry;CEC;Cherry;23;1;
1;25/5/2018;19;second_postpool;C;2;9;Cherry;CEC;Cherry;64;1;
1;25/5/2018;19;second_postpool;C;3;9;Cherry;CEC;Cherry;35;1;
1;25/5/2018;19;second_postpool;C;4;9;Cherry;CEC;Cherry;56;1;
1;25/5/2018;19;second_postpool;C;5;9;Cherry;CEC;Cherry;39;1;
1;25/5/2018;19;second_postpool;D;1;1;Cranberry;CRD;Cranberry;35;1;
1;25/5/2018;19;second_postpool;D;2;1;Cranberry;CRD;Cranberry;39;1;
1;25/5/2018;19;second_postpool;D;3;1;Cranberry;CRD;Cranberry;35;1;
1;25/5/2018;19;second_postpool;D;4;1;Cranberry;CRD;Cranberry;42;1;
1;25/5/2018;19;second_postpool;D;5;1;Cranberry;CRD;Cranberry;50;1;
1;25/5/2018;19;second_postpool;D;6;1;Cranberry;CRD;Cranberry;30;1;
1;25/5/2018;19;second_postpool;D;7;1;Cranberry;CRD;Cranberry;37;1;
1;25/5/2018;19;second_postpool;D;8;1;Cranberry;CRD;Cranberry;47;1;
1;25/5/2018;19;second_postpool;D;9;1;Cranberry;CRD;Cranberry;49;1;
1;25/5/2018;19;second_postpool;D;10;1;Cranberry;CRD;Cranberry;23;1;
1;25/5/2018;19;second_postpool;D;1;2;Cranberry;CRD;Cranberry;57;1;
1;25/5/2018;19;second_postpool;D;2;2;Cranberry;CRD;Cranberry;27;1;
1;25/5/2018;19;second_postpool;D;3;2;Cranberry;CRD;Cranberry;32;1;
1;25/5/2018;19;second_postpool;D;4;2;Cranberry;CRD;Cranberry;40;1;
1;25/5/2018;19;second_postpool;D;5;2;Cranberry;CRD;Cranberry;52;1;
1;25/5/2018;19;second_postpool;D;6;2;Cranberry;CRD;Cranberry;36;1;
1;25/5/2018;19;second_postpool;D;7;2;Cranberry;CRD;Cranberry;48;1;
1;25/5/2018;19;second_postpool;D;8;2;Cranberry;CRD;Cranberry;59;1;
1;25/5/2018;19;second_postpool;D;9;2;Cranberry;CRD;Cranberry;43;1;
1;25/5/2018;19;second_postpool;D;10;2;Cranberry;CRD;Cranberry;52;1;
1;25/5/2018;19;second_postpool;D;1;3;Cranberry;CRD;Cranberry;46;1;
1;25/5/2018;19;second_postpool;D;2;3;Cranberry;CRD;Cranberry;53;1;
1;25/5/2018;19;second_postpool;D;3;3;Cranberry;CRD;Cranberry;44;1;
1;25/5/2018;19;second_postpool;D;4;3;Cranberry;CRD;Cranberry;43;1;
1;25/5/2018;19;second_postpool;D;5;3;Cranberry;CRD;Cranberry;40;1;
1;25/5/2018;19;second_postpool;D;1;4;Strawberry;FRC;Strawberry;23;1;
1;25/5/2018;19;second_postpool;D;2;4;Strawberry;FRC;Strawberry;90;1;
1;25/5/2018;19;second_postpool;D;3;4;Strawberry;FRC;Strawberry;4;1;
1;25/5/2018;19;second_postpool;D;4;4;Strawberry;FRC;Strawberry;42;1;
1;25/5/2018;19;second_postpool;D;5;4;Strawberry;FRC;Strawberry;2;1;
1;25/5/2018;19;second_postpool;D;6;4;Strawberry;FRC;Strawberry;40;1;
1;25/5/2018;19;second_postpool;D;7;4;Strawberry;FRC;Strawberry;48;1;
1;25/5/2018;19;second_postpool;D;8;4;Strawberry;FRC;Strawberry;43;1;
1;25/5/2018;19;second_postpool;D;9;4;Strawberry;FRC;Strawberry;35;1;
1;25/5/2018;19;second_postpool;D;10;4;Strawberry;FRC;Strawberry;35;1;
1;25/5/2018;19;second_postpool;D;1;5;Strawberry;FRC;Strawberry;33;1;
1;25/5/2018;19;second_postpool;D;2;5;Strawberry;FRC;Strawberry;106;1;
1;25/5/2018;19;second_postpool;D;3;5;Strawberry;FRC;Strawberry;71;1;
1;25/5/2018;19;second_postpool;D;4;5;Strawberry;FRC;Strawberry;43;1;
1;25/5/2018;19;second_postpool;D;5;5;Strawberry;FRC;Strawberry;58;1;
1;25/5/2018;19;second_postpool;D;6;5;Strawberry;FRC;Strawberry;37;1;
1;25/5/2018;19;second_postpool;D;7;5;Strawberry;FRC;Strawberry;13;1;
1;25/5/2018;19;second_postpool;D;8;5;Strawberry;FRC;Strawberry;32;1;
1;25/5/2018;19;second_postpool;D;9;5;Strawberry;FRC;Strawberry;0;1;
1;25/5/2018;19;second_postpool;D;10;5;Strawberry;FRC;Strawberry;24;1;
1;25/5/2018;19;second_postpool;D;1;6;Strawberry;FRC;Strawberry;42;1;
1;25/5/2018;19;second_postpool;D;2;6;Strawberry;FRC;Strawberry;10;1;
1;25/5/2018;19;second_postpool;D;3;6;Strawberry;FRC;Strawberry;39;1;
1;25/5/2018;19;second_postpool;D;4;6;Strawberry;FRC;Strawberry;94;1;
1;25/5/2018;19;second_postpool;D;5;6;Strawberry;FRC;Strawberry;50;1;
1;15/6/2018;20;second_postpool;A;1;1;Cherry;CEA;Cherry;2;1;
1;15/6/2018;20;second_postpool;A;2;1;Cherry;CEA;Cherry;36;1;
1;15/6/2018;20;second_postpool;A;3;1;Cherry;CEA;Cherry;35;1;
1;15/6/2018;20;second_postpool;A;4;1;Cherry;CEA;Cherry;41;1;
1;15/6/2018;20;second_postpool;A;5;1;Cherry;CEA;Cherry;25;1;
1;15/6/2018;20;second_postpool;A;6;1;Cherry;CEA;Cherry;33;1;
1;15/6/2018;20;second_postpool;A;7;1;Cherry;CEA;Cherry;15;1;
1;15/6/2018;20;second_postpool;A;8;1;Cherry;CEA;Cherry;19;1;
1;15/6/2018;20;second_postpool;A;9;1;Cherry;CEA;Cherry;32;1;
1;15/6/2018;20;second_postpool;A;10;1;Cherry;CEA;Cherry;4;1;
1;15/6/2018;20;second_postpool;A;1;2;Cherry;CEA;Cherry;53;1;
1;15/6/2018;20;second_postpool;A;2;2;Cherry;CEA;Cherry;10;1;
1;15/6/2018;20;second_postpool;A;3;2;Cherry;CEA;Cherry;29;1;
1;15/6/2018;20;second_postpool;A;4;2;Cherry;CEA;Cherry;29;1;
1;15/6/2018;20;second_postpool;A;5;2;Cherry;CEA;Cherry;37;1;
1;15/6/2018;20;second_postpool;A;6;2;Cherry;CEA;Cherry;45;1;
1;15/6/2018;20;second_postpool;A;7;2;Cherry;CEA;Cherry;19;1;
1;15/6/2018;20;second_postpool;A;8;2;Cherry;CEA;Cherry;36;1;
1;15/6/2018;20;second_postpool;A;9;2;Cherry;CEA;Cherry;41;1;
1;15/6/2018;20;second_postpool;A;10;2;Cherry;CEA;Cherry;15;1;
1;15/6/2018;20;second_postpool;A;1;3;Cherry;CEA;Cherry;32;1;
1;15/6/2018;20;second_postpool;A;2;3;Cherry;CEA;Cherry;35;1;
1;15/6/2018;20;second_postpool;A;3;3;Cherry;CEA;Cherry;28;1;
1;15/6/2018;20;second_postpool;A;4;3;Cherry;CEA;Cherry;24;1;
1;15/6/2018;20;second_postpool;A;5;3;Cherry;CEA;Cherry;48;1;
1;15/6/2018;20;second_postpool;A;1;4;Strawberry;FRB;Strawberry;32;1;
1;15/6/2018;20;second_postpool;A;2;4;Strawberry;FRB;Strawberry;31;1;
1;15/6/2018;20;second_postpool;A;3;4;Strawberry;FRB;Strawberry;66;1;
1;15/6/2018;20;second_postpool;A;4;4;Strawberry;FRB;Strawberry;28;1;
1;15/6/2018;20;second_postpool;A;5;4;Strawberry;FRB;Strawberry;30;1;
1;15/6/2018;20;second_postpool;A;6;4;Strawberry;FRB;Strawberry;28;1;
1;15/6/2018;20;second_postpool;A;7;4;Strawberry;FRB;Strawberry;21;1;
1;15/6/2018;20;second_postpool;A;8;4;Strawberry;FRB;Strawberry;35;1;
1;15/6/2018;20;second_postpool;A;9;4;Strawberry;FRB;Strawberry;22;1;
1;15/6/2018;20;second_postpool;A;10;4;Strawberry;FRB;Strawberry;17;1;
1;15/6/2018;20;second_postpool;A;1;5;Strawberry;FRB;Strawberry;4;1;
1;15/6/2018;20;second_postpool;A;2;5;Strawberry;FRB;Strawberry;40;1;
1;15/6/2018;20;second_postpool;A;3;5;Strawberry;FRB;Strawberry;39;1;
1;15/6/2018;20;second_postpool;A;4;5;Strawberry;FRB;Strawberry;30;1;
1;15/6/2018;20;second_postpool;A;5;5;Strawberry;FRB;Strawberry;20;1;
1;15/6/2018;20;second_postpool;A;6;5;Strawberry;FRB;Strawberry;19;1;
1;15/6/2018;20;second_postpool;A;7;5;Strawberry;FRB;Strawberry;53;1;
1;15/6/2018;20;second_postpool;A;8;5;Strawberry;FRB;Strawberry;48;1;
1;15/6/2018;20;second_postpool;A;9;5;Strawberry;FRB;Strawberry;21;1;
1;15/6/2018;20;second_postpool;A;10;5;Strawberry;FRB;Strawberry;40;1;
1;15/6/2018;20;second_postpool;A;1;6;Strawberry;FRB;Strawberry;45;1;
1;15/6/2018;20;second_postpool;A;2;6;Strawberry;FRB;Strawberry;55;1;
1;15/6/2018;20;second_postpool;A;3;6;Strawberry;FRB;Strawberry;35;1;
1;15/6/2018;20;second_postpool;A;4;6;Strawberry;FRB;Strawberry;25;1;
1;15/6/2018;20;second_postpool;A;5;6;Strawberry;FRB;Strawberry;6;1;
1;15/6/2018;20;second_postpool;A;1;7;Cranberry;CRC;Cranberry;13;1;
1;15/6/2018;20;second_postpool;A;2;7;Cranberry;CRC;Cranberry;18;1;
1;15/6/2018;20;second_postpool;A;3;7;Cranberry;CRC;Cranberry;40;1;
1;15/6/2018;20;second_postpool;A;4;7;Cranberry;CRC;Cranberry;19;1;
1;15/6/2018;20;second_postpool;A;5;7;Cranberry;CRC;Cranberry;19;1;
1;15/6/2018;20;second_postpool;A;6;7;Cranberry;CRC;Cranberry;38;1;
1;15/6/2018;20;second_postpool;A;7;7;Cranberry;CRC;Cranberry;29;1;
1;15/6/2018;20;second_postpool;A;8;7;Cranberry;CRC;Cranberry;17;1;
1;15/6/2018;20;second_postpool;A;9;7;Cranberry;CRC;Cranberry;16;1;
1;15/6/2018;20;second_postpool;A;10;7;Cranberry;CRC;Cranberry;4;1;
1;15/6/2018;20;second_postpool;A;1;8;Cranberry;CRC;Cranberry;34;1;
1;15/6/2018;20;second_postpool;A;2;8;Cranberry;CRC;Cranberry;48;1;
1;15/6/2018;20;second_postpool;A;3;8;Cranberry;CRC;Cranberry;27;1;
1;15/6/2018;20;second_postpool;A;4;8;Cranberry;CRC;Cranberry;46;1;
1;15/6/2018;20;second_postpool;A;5;8;Cranberry;CRC;Cranberry;11;1;
1;15/6/2018;20;second_postpool;A;6;8;Cranberry;CRC;Cranberry;14;1;
1;15/6/2018;20;second_postpool;A;7;8;Cranberry;CRC;Cranberry;9;1;
1;15/6/2018;20;second_postpool;A;8;8;Cranberry;CRC;Cranberry;24;1;
1;15/6/2018;20;second_postpool;A;9;8;Cranberry;CRC;Cranberry;28;1;
1;15/6/2018;20;second_postpool;A;10;8;Cranberry;CRC;Cranberry;17;1;
1;15/6/2018;20;second_postpool;A;1;9;Cranberry;CRC;Cranberry;3;1;
1;15/6/2018;20;second_postpool;A;2;9;Cranberry;CRC;Cranberry;34;1;
1;15/6/2018;20;second_postpool;A;3;9;Cranberry;CRC;Cranberry;30;1;
1;15/6/2018;20;second_postpool;A;4;9;Cranberry;CRC;Cranberry;28;1;
1;15/6/2018;20;second_postpool;A;5;9;Cranberry;CRC;Cranberry;8;1;
1;15/6/2018;20;second_postpool;B;1;1;Cranberry;CRA;Cranberry;34;1;
1;15/6/2018;20;second_postpool;B;2;1;Cranberry;CRA;Cranberry;21;1;
1;15/6/2018;20;second_postpool;B;3;1;Cranberry;CRA;Cranberry;25;1;
1;15/6/2018;20;second_postpool;B;4;1;Cranberry;CRA;Cranberry;32;1;
1;15/6/2018;20;second_postpool;B;5;1;Cranberry;CRA;Cranberry;39;1;
1;15/6/2018;20;second_postpool;B;6;1;Cranberry;CRA;Cranberry;33;1;
1;15/6/2018;20;second_postpool;B;7;1;Cranberry;CRA;Cranberry;39;1;
1;15/6/2018;20;second_postpool;B;8;1;Cranberry;CRA;Cranberry;11;1;
1;15/6/2018;20;second_postpool;B;9;1;Cranberry;CRA;Cranberry;50;1;
1;15/6/2018;20;second_postpool;B;10;1;Cranberry;CRA;Cranberry;18;1;
1;15/6/2018;20;second_postpool;B;1;2;Cranberry;CRA;Cranberry;38;1;
1;15/6/2018;20;second_postpool;B;2;2;Cranberry;CRA;Cranberry;72;1;
1;15/6/2018;20;second_postpool;B;3;2;Cranberry;CRA;Cranberry;38;1;
1;15/6/2018;20;second_postpool;B;4;2;Cranberry;CRA;Cranberry;41;1;
1;15/6/2018;20;second_postpool;B;5;2;Cranberry;CRA;Cranberry;39;1;
1;15/6/2018;20;second_postpool;B;6;2;Cranberry;CRA;Cranberry;32;1;
1;15/6/2018;20;second_postpool;B;7;2;Cranberry;CRA;Cranberry;14;1;
1;15/6/2018;20;second_postpool;B;8;2;Cranberry;CRA;Cranberry;16;1;
1;15/6/2018;20;second_postpool;B;9;2;Cranberry;CRA;Cranberry;11;1;
1;15/6/2018;20;second_postpool;B;10;2;Cranberry;CRA;Cranberry;17;1;
1;15/6/2018;20;second_postpool;B;1;3;Cranberry;CRA;Cranberry;28;1;
1;15/6/2018;20;second_postpool;B;2;3;Cranberry;CRA;Cranberry;58;1;
1;15/6/2018;20;second_postpool;B;3;3;Cranberry;CRA;Cranberry;36;1;
1;15/6/2018;20;second_postpool;B;4;3;Cranberry;CRA;Cranberry;58;1;
1;15/6/2018;20;second_postpool;B;5;3;Cranberry;CRA;Cranberry;43;1;
1;15/6/2018;20;second_postpool;B;1;4;Cherry;CEB;Cherry;37;1;
1;15/6/2018;20;second_postpool;B;2;4;Cherry;CEB;Cherry;37;1;
1;15/6/2018;20;second_postpool;B;3;4;Cherry;CEB;Cherry;61;1;
1;15/6/2018;20;second_postpool;B;4;4;Cherry;CEB;Cherry;60;1;
1;15/6/2018;20;second_postpool;B;5;4;Cherry;CEB;Cherry;44;1;
1;15/6/2018;20;second_postpool;B;6;4;Cherry;CEB;Cherry;37;1;
1;15/6/2018;20;second_postpool;B;7;4;Cherry;CEB;Cherry;58;1;
1;15/6/2018;20;second_postpool;B;8;4;Cherry;CEB;Cherry;37;1;
1;15/6/2018;20;second_postpool;B;9;4;Cherry;CEB;Cherry;49;1;
1;15/6/2018;20;second_postpool;B;10;4;Cherry;CEB;Cherry;42;1;
1;15/6/2018;20;second_postpool;B;1;5;Cherry;CEB;Cherry;50;1;
1;15/6/2018;20;second_postpool;B;2;5;Cherry;CEB;Cherry;52;1;
1;15/6/2018;20;second_postpool;B;3;5;Cherry;CEB;Cherry;42;1;
1;15/6/2018;20;second_postpool;B;4;5;Cherry;CEB;Cherry;30;1;
1;15/6/2018;20;second_postpool;B;5;5;Cherry;CEB;Cherry;55;1;
1;15/6/2018;20;second_postpool;B;6;5;Cherry;CEB;Cherry;62;1;
1;15/6/2018;20;second_postpool;B;7;5;Cherry;CEB;Cherry;41;1;
1;15/6/2018;20;second_postpool;B;8;5;Cherry;CEB;Cherry;71;1;
1;15/6/2018;20;second_postpool;B;9;5;Cherry;CEB;Cherry;51;1;
1;15/6/2018;20;second_postpool;B;10;5;Cherry;CEB;Cherry;40;1;
1;15/6/2018;20;second_postpool;B;1;6;Cherry;CEB;Cherry;44;1;
1;15/6/2018;20;second_postpool;B;2;6;Cherry;CEB;Cherry;62;1;
1;15/6/2018;20;second_postpool;B;3;6;Cherry;CEB;Cherry;49;1;
1;15/6/2018;20;second_postpool;B;4;6;Cherry;CEB;Cherry;20;1;
1;15/6/2018;20;second_postpool;B;5;6;Cherry;CEB;Cherry;45;1;
1;15/6/2018;20;second_postpool;B;1;7;Cranberry;CRE;Cranberry;34;1;
1;15/6/2018;20;second_postpool;B;2;7;Cranberry;CRE;Cranberry;58;1;
1;15/6/2018;20;second_postpool;B;3;7;Cranberry;CRE;Cranberry;81;1;
1;15/6/2018;20;second_postpool;B;4;7;Cranberry;CRE;Cranberry;64;1;
1;15/6/2018;20;second_postpool;B;5;7;Cranberry;CRE;Cranberry;41;1;
1;15/6/2018;20;second_postpool;B;6;7;Cranberry;CRE;Cranberry;16;1;
1;15/6/2018;20;second_postpool;B;7;7;Cranberry;CRE;Cranberry;57;1;
1;15/6/2018;20;second_postpool;B;8;7;Cranberry;CRE;Cranberry;18;1;
1;15/6/2018;20;second_postpool;B;9;7;Cranberry;CRE;Cranberry;46;1;
1;15/6/2018;20;second_postpool;B;10;7;Cranberry;CRE;Cranberry;19;1;
1;15/6/2018;20;second_postpool;B;1;8;Cranberry;CRE;Cranberry;21;1;
1;15/6/2018;20;second_postpool;B;2;8;Cranberry;CRE;Cranberry;15;1;
1;15/6/2018;20;second_postpool;B;3;8;Cranberry;CRE;Cranberry;28;1;
1;15/6/2018;20;second_postpool;B;4;8;Cranberry;CRE;Cranberry;72;1;
1;15/6/2018;20;second_postpool;B;5;8;Cranberry;CRE;Cranberry;15;1;
1;15/6/2018;20;second_postpool;B;6;8;Cranberry;CRE;Cranberry;37;1;
1;15/6/2018;20;second_postpool;B;7;8;Cranberry;CRE;Cranberry;48;1;
1;15/6/2018;20;second_postpool;B;8;8;Cranberry;CRE;Cranberry;11;1;
1;15/6/2018;20;second_postpool;B;9;8;Cranberry;CRE;Cranberry;16;1;
1;15/6/2018;20;second_postpool;B;10;8;Cranberry;CRE;Cranberry;50;1;
1;15/6/2018;20;second_postpool;B;1;9;Cranberry;CRE;Cranberry;14;1;
1;15/6/2018;20;second_postpool;B;2;9;Cranberry;CRE;Cranberry;38;1;
1;15/6/2018;20;second_postpool;B;3;9;Cranberry;CRE;Cranberry;58;1;
1;15/6/2018;20;second_postpool;B;4;9;Cranberry;CRE;Cranberry;45;1;
1;15/6/2018;20;second_postpool;B;5;9;Cranberry;CRE;Cranberry;27;1;
1;15/6/2018;20;second_postpool;C;1;1;Strawberry;FRA;Strawberry;9;1;
1;15/6/2018;20;second_postpool;C;2;1;Strawberry;FRA;Strawberry;32;1;
1;15/6/2018;20;second_postpool;C;3;1;Strawberry;FRA;Strawberry;20;1;
1;15/6/2018;20;second_postpool;C;4;1;Strawberry;FRA;Strawberry;3;1;
1;15/6/2018;20;second_postpool;C;5;1;Strawberry;FRA;Strawberry;18;1;
1;15/6/2018;20;second_postpool;C;6;1;Strawberry;FRA;Strawberry;5;1;
1;15/6/2018;20;second_postpool;C;7;1;Strawberry;FRA;Strawberry;21;1;
1;15/6/2018;20;second_postpool;C;8;1;Strawberry;FRA;Strawberry;30;1;
1;15/6/2018;20;second_postpool;C;9;1;Strawberry;FRA;Strawberry;13;1;
1;15/6/2018;20;second_postpool;C;10;1;Strawberry;FRA;Strawberry;23;1;
1;15/6/2018;20;second_postpool;C;1;2;Strawberry;FRA;Strawberry;17;1;
1;15/6/2018;20;second_postpool;C;2;2;Strawberry;FRA;Strawberry;48;1;
1;15/6/2018;20;second_postpool;C;3;2;Strawberry;FRA;Strawberry;6;1;
1;15/6/2018;20;second_postpool;C;4;2;Strawberry;FRA;Strawberry;0;1;
1;15/6/2018;20;second_postpool;C;5;2;Strawberry;FRA;Strawberry;53;1;
1;15/6/2018;20;second_postpool;C;6;2;Strawberry;FRA;Strawberry;12;1;
1;15/6/2018;20;second_postpool;C;7;2;Strawberry;FRA;Strawberry;34;1;
1;15/6/2018;20;second_postpool;C;8;2;Strawberry;FRA;Strawberry;12;1;
1;15/6/2018;20;second_postpool;C;9;2;Strawberry;FRA;Strawberry;29;1;
1;15/6/2018;20;second_postpool;C;10;2;Strawberry;FRA;Strawberry;19;1;
1;15/6/2018;20;second_postpool;C;1;3;Strawberry;FRA;Strawberry;27;1;
1;15/6/2018;20;second_postpool;C;2;3;Strawberry;FRA;Strawberry;11;1;
1;15/6/2018;20;second_postpool;C;3;3;Strawberry;FRA;Strawberry;35;1;
1;15/6/2018;20;second_postpool;C;4;3;Strawberry;FRA;Strawberry;44;1;
1;15/6/2018;20;second_postpool;C;5;3;Strawberry;FRA;Strawberry;33;1;
1;15/6/2018;20;second_postpool;C;1;4;Cranberry;CRB;Cranberry;14;1;
1;15/6/2018;20;second_postpool;C;2;4;Cranberry;CRB;Cranberry;15;1;
1;15/6/2018;20;second_postpool;C;3;4;Cranberry;CRB;Cranberry;39;1;
1;15/6/2018;20;second_postpool;C;4;4;Cranberry;CRB;Cranberry;33;1;
1;15/6/2018;20;second_postpool;C;5;4;Cranberry;CRB;Cranberry;27;1;
1;15/6/2018;20;second_postpool;C;6;4;Cranberry;CRB;Cranberry;54;1;
1;15/6/2018;20;second_postpool;C;7;4;Cranberry;CRB;Cranberry;26;1;
1;15/6/2018;20;second_postpool;C;8;4;Cranberry;CRB;Cranberry;21;1;
1;15/6/2018;20;second_postpool;C;9;4;Cranberry;CRB;Cranberry;31;1;
1;15/6/2018;20;second_postpool;C;10;4;Cranberry;CRB;Cranberry;28;1;
1;15/6/2018;20;second_postpool;C;1;5;Cranberry;CRB;Cranberry;38;1;
1;15/6/2018;20;second_postpool;C;2;5;Cranberry;CRB;Cranberry;26;1;
1;15/6/2018;20;second_postpool;C;3;5;Cranberry;CRB;Cranberry;30;1;
1;15/6/2018;20;second_postpool;C;4;5;Cranberry;CRB;Cranberry;23;1;
1;15/6/2018;20;second_postpool;C;5;5;Cranberry;CRB;Cranberry;32;1;
1;15/6/2018;20;second_postpool;C;6;5;Cranberry;CRB;Cranberry;30;1;
1;15/6/2018;20;second_postpool;C;7;5;Cranberry;CRB;Cranberry;32;1;
1;15/6/2018;20;second_postpool;C;8;5;Cranberry;CRB;Cranberry;46;1;
1;15/6/2018;20;second_postpool;C;9;5;Cranberry;CRB;Cranberry;23;1;
1;15/6/2018;20;second_postpool;C;10;5;Cranberry;CRB;Cranberry;12;1;
1;15/6/2018;20;second_postpool;C;1;6;Cranberry;CRB;Cranberry;48;1;
1;15/6/2018;20;second_postpool;C;2;6;Cranberry;CRB;Cranberry;32;1;
1;15/6/2018;20;second_postpool;C;3;6;Cranberry;CRB;Cranberry;27;1;
1;15/6/2018;20;second_postpool;C;4;6;Cranberry;CRB;Cranberry;47;1;
1;15/6/2018;20;second_postpool;C;5;6;Cranberry;CRB;Cranberry;31;1;
1;15/6/2018;20;second_postpool;C;1;7;Cherry;CEC;Cherry;62;1;
1;15/6/2018;20;second_postpool;C;2;7;Cherry;CEC;Cherry;35;1;
1;15/6/2018;20;second_postpool;C;3;7;Cherry;CEC;Cherry;9;1;
1;15/6/2018;20;second_postpool;C;4;7;Cherry;CEC;Cherry;55;1;
1;15/6/2018;20;second_postpool;C;5;7;Cherry;CEC;Cherry;58;1;
1;15/6/2018;20;second_postpool;C;6;7;Cherry;CEC;Cherry;36;1;
1;15/6/2018;20;second_postpool;C;7;7;Cherry;CEC;Cherry;55;1;
